Province_State,Date,Vaccine_Type,FIPS,Country_Region,Lat,Long_,Doses_alloc,Doses_shipped,Doses_admin,Stage_One_Doses,Stage_Two_Doses,Combined_Key
Alabama,2021-02-03,Moderna,1,US,32.3182,-86.9023,,,203725,,,"Alabama, US"
Alabama,2021-02-03,Pfizer,1,US,32.3182,-86.9023,40950,,170182,,,"Alabama, US"
Alabama,2021-02-03,Unassigned,1,US,32.3182,-86.9023,599200,798125,46328,20354,,"Alabama, US"
Alabama,2021-02-04,All,1,US,32.3182,-86.9023,640150,808925,440579,20354,,"Alabama, US"
Alabama,2021-02-04,Moderna,1,US,32.3182,-86.9023,,,213035,,,"Alabama, US"
Alabama,2021-02-04,Pfizer,1,US,32.3182,-86.9023,40950,,179589,,,"Alabama, US"
Alabama,2021-02-04,Unassigned,1,US,32.3182,-86.9023,599200,808925,47955,20354,,"Alabama, US"
Alabama,2021-02-05,All,1,US,32.3182,-86.9023,640150,923750,459674,20354,,"Alabama, US"
Alabama,2021-02-05,Moderna,1,US,32.3182,-86.9023,,,224632,,,"Alabama, US"
Alabama,2021-02-05,Pfizer,1,US,32.3182,-86.9023,40950,,188714,,,"Alabama, US"
Alabama,2021-02-05,Unassigned,1,US,32.3182,-86.9023,599200,923750,46328,20354,,"Alabama, US"
Alabama,2021-02-06,All,1,US,32.3182,-86.9023,640150,923750,483290,20354,,"Alabama, US"
Alabama,2021-02-06,Moderna,1,US,32.3182,-86.9023,,,238229,,,"Alabama, US"
Alabama,2021-02-06,Pfizer,1,US,32.3182,-86.9023,40950,,198733,,,"Alabama, US"
Alabama,2021-02-06,Unassigned,1,US,32.3182,-86.9023,599200,923750,46328,20354,,"Alabama, US"
Alabama,2021-02-07,All,1,US,32.3182,-86.9023,640150,923750,483290,20354,,"Alabama, US"
Alabama,2021-02-07,Moderna,1,US,32.3182,-86.9023,,,238229,,,"Alabama, US"
Alabama,2021-02-07,Pfizer,1,US,32.3182,-86.9023,40950,,198733,,,"Alabama, US"
Alabama,2021-02-07,Unassigned,1,US,32.3182,-86.9023,599200,923750,46328,20354,,"Alabama, US"
Alabama,2021-02-08,All,1,US,32.3182,-86.9023,640150,923750,483290,20354,,"Alabama, US"
Alabama,2021-02-08,Moderna,1,US,32.3182,-86.9023,,,238229,,,"Alabama, US"
Alabama,2021-02-08,Pfizer,1,US,32.3182,-86.9023,40950,,198733,,,"Alabama, US"
Alabama,2021-02-08,Unassigned,1,US,32.3182,-86.9023,599200,923750,46328,20354,,"Alabama, US"
Alabama,2021-02-09,All,1,US,32.3182,-86.9023,,954225,556337,378514,88453,"Alabama, US"
Alabama,2021-02-09,Moderna,1,US,32.3182,-86.9023,,,265954,,,"Alabama, US"
Alabama,2021-02-09,Pfizer,1,US,32.3182,-86.9023,40950,,231751,,,"Alabama, US"
Alabama,2021-02-09,Unassigned,1,US,32.3182,-86.9023,,954225,58632,378514,88453,"Alabama, US"
Alabama,2021-02-10,All,1,US,32.3182,-86.9023,,954225,556337,395196,95033,"Alabama, US"
Alabama,2021-02-10,Moderna,1,US,32.3182,-86.9023,,,265954,,,"Alabama, US"
Alabama,2021-02-10,Pfizer,1,US,32.3182,-86.9023,40950,,231751,,,"Alabama, US"
Alabama,2021-02-10,Unassigned,1,US,32.3182,-86.9023,,954225,58632,395196,95033,"Alabama, US"
Alabama,2021-02-11,All,1,US,32.3182,-86.9023,640150,993715,582273,314026,104362,"Alabama, US"
Alabama,2021-02-11,Moderna,1,US,32.3182,-86.9023,,,277721,,,"Alabama, US"
Alabama,2021-02-11,Pfizer,1,US,32.3182,-86.9023,40950,,245520,,,"Alabama, US"
Alabama,2021-02-11,Unassigned,1,US,32.3182,-86.9023,599200,993715,59032,314026,104362,"Alabama, US"
Alabama,2021-02-12,All,1,US,32.3182,-86.9023,640150,993715,612035,438081,114306,"Alabama, US"
Alabama,2021-02-12,Moderna,1,US,32.3182,-86.9023,,,290866,,,"Alabama, US"
Alabama,2021-02-12,Pfizer,1,US,32.3182,-86.9023,40950,,262137,,,"Alabama, US"
Alabama,2021-02-12,Unassigned,1,US,32.3182,-86.9023,599200,993715,59032,438081,114306,"Alabama, US"
Alabama,2021-02-13,All,1,US,32.3182,-86.9023,640150,993715,641924,455097,125553,"Alabama, US"
Alabama,2021-02-13,Moderna,1,US,32.3182,-86.9023,,,304319,,,"Alabama, US"
Alabama,2021-02-13,Pfizer,1,US,32.3182,-86.9023,40950,,276998,,,"Alabama, US"
Alabama,2021-02-13,Unassigned,1,US,32.3182,-86.9023,599200,993715,60607,455097,125553,"Alabama, US"
Alabama,2021-02-14,All,1,US,32.3182,-86.9023,640150,993715,641924,467032,133029,"Alabama, US"
Alabama,2021-02-14,Moderna,1,US,32.3182,-86.9023,,,304319,,,"Alabama, US"
Alabama,2021-02-14,Pfizer,1,US,32.3182,-86.9023,40950,,276998,,,"Alabama, US"
Alabama,2021-02-14,Unassigned,1,US,32.3182,-86.9023,599200,993715,60607,467032,133029,"Alabama, US"
Alabama,2021-02-15,All,1,US,32.3182,-86.9023,640150,993715,641924,474065,137032,"Alabama, US"
Alabama,2021-02-15,Moderna,1,US,32.3182,-86.9023,,,304319,,,"Alabama, US"
Alabama,2021-02-15,Pfizer,1,US,32.3182,-86.9023,40950,,276998,,,"Alabama, US"
Alabama,2021-02-15,Unassigned,1,US,32.3182,-86.9023,599200,993715,60607,474065,137032,"Alabama, US"
Alabama,2021-02-16,All,1,US,32.3182,-86.9023,640150,993715,641924,474065,137032,"Alabama, US"
Alabama,2021-02-16,Moderna,1,US,32.3182,-86.9023,,,304319,,,"Alabama, US"
Alabama,2021-02-16,Pfizer,1,US,32.3182,-86.9023,40950,,276998,,,"Alabama, US"
Alabama,2021-02-16,Unassigned,1,US,32.3182,-86.9023,599200,993715,60607,474065,137032,"Alabama, US"
